frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
435,  0,  17.360,  0.98,  1, 0.56, 0.36, 0.18, 0.00, 0.04, 0.66, 0.05, 0.00, 0.00, 0.00, 0.24, 0.15, 0.00, 0.13, 0.92, 0.61, 1.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
436,  0,  17.400,  0.98,  1, 0.50, 0.23, 0.09, 0.00, 0.04, 0.52, 0.06, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.89, 0.29, 1.60, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
437,  0,  17.440,  0.98,  1, 0.39, 0.21, 0.00, 0.00, 0.04, 0.37, 0.01, 0.00, 0.00, 0.00, 0.30, 0.00, 0.00, 0.00, 0.83, 0.00, 1.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
438,  0,  17.480,  0.98,  1, 0.32, 0.11, 0.00, 0.00, 0.00, 0.22, 0.01, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 0.68, 0.00, 0.87, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
439,  0,  17.520,  0.98,  1, 0.31, 0.07, 0.00, 0.00, 0.00, 0.18, 0.00, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 0.95, 0.08, 0.85, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
440,  0,  17.560,  0.98,  1, 0.41, 0.07, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.03, 0.23, 0.95, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
441,  0,  17.600,  0.98,  1, 0.60, 0.23, 0.13, 0.00, 0.03, 0.44, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.88, 0.51, 1.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
442,  0,  17.640,  0.98,  1, 1.00, 0.59, 0.37, 0.23, 0.12, 0.73, 0.12, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 1.17, 0.62, 1.74, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
443,  0,  17.680,  0.98,  1, 1.12, 0.79, 0.49, 0.34, 0.22, 1.11, 0.17, 0.00, 0.00, 0.00, 0.11, 0.01, 0.00, 0.11, 1.03, 0.78, 2.37, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
444,  0,  17.720,  0.98,  1, 1.02, 0.80, 0.44, 0.34, 0.29, 1.19, 0.22, 0.00, 0.00, 0.00, 0.11, 0.01, 0.00, 0.15, 0.94, 0.90, 2.51, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
445,  0,  17.760,  0.98,  1, 0.65, 0.55, 0.31, 0.11, 0.24, 1.24, 0.20, 0.00, 0.00, 0.00, 0.08, 0.01, 0.00, 0.19, 0.44, 1.07, 2.15, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
446,  0,  17.800,  0.98,  1, 0.53, 0.39, 0.19, 0.00, 0.16, 1.00, 0.15, 0.00, 0.00, 0.00, 0.08, 0.00, 0.00, 0.08, 0.57, 0.76, 1.27, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
447,  0,  17.840,  0.98,  1, 0.46, 0.23, 0.11, 0.00, 0.07, 0.54, 0.05, 0.00, 0.00, 0.00, 0.18, 0.11, 0.00, 0.03, 0.43, 0.36, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
448,  0,  17.880,  0.98,  1, 0.31, 0.11, 0.00, 0.00, 0.02, 0.30, 0.00, 0.00, 0.00, 0.00, 0.25, 0.15, 0.00, 0.00, 0.27, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
449,  0,  17.920,  0.98,  1, 0.12, 0.00, 0.00, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.29, 0.15, 0.00, 0.00, 0.09, 0.00, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
450,  0,  17.960,  0.98,  1, 0.01, 0.00, 0.02, 0.03, 0.00, 0.24, 0.02, 0.00, 0.00, 0.00, 0.27, 0.06, 0.00, 0.00, 0.14, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
451,  0,  18.000,  0.98,  1, 0.01, 0.00, 0.02, 0.04, 0.00, 0.15, 0.02, 0.00, 0.00, 0.00, 0.17, 0.02, 0.00, 0.00, 0.16, 0.01, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
452,  0,  18.040,  0.98,  1, 0.00, 0.00, 0.03, 0.04, 0.00, 0.21, 0.02, 0.00, 0.00, 0.04, 0.08, 0.19, 0.05, 0.00, 0.12, 0.01, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
453,  0,  18.080,  0.98,  1, 0.00, 0.00, 0.05, 0.01, 0.00, 0.21, 0.00, 0.00, 0.00, 0.08, 0.00, 0.35, 0.11, 0.00, 0.13, 0.00, 0.03, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
454,  0,  18.120,  0.98,  1, 0.00, 0.00, 0.09, 0.03, 0.00, 0.32, 0.00, 0.00, 0.00, 0.19, 0.00, 0.46, 0.17, 0.00, 0.15, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
455,  0,  18.160,  0.98,  1, 0.00, 0.00, 0.08, 0.10, 0.00, 0.33, 0.00, 0.00, 0.00, 0.27, 0.00, 0.48, 0.24, 0.00, 0.14, 0.06, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
456,  0,  18.200,  0.98,  1, 0.00, 0.00, 0.10, 0.16, 0.00, 0.35, 0.00, 0.00, 0.00, 0.43, 0.00, 0.53, 0.27, 0.00, 0.07, 0.09, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
457,  0,  18.240,  0.98,  1, 0.00, 0.00, 0.09, 0.17, 0.00, 0.36, 0.00, 0.00, 0.00, 0.49, 0.00, 0.61, 0.31, 0.00, 0.08, 0.11, 0.02, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
458,  0,  18.280,  0.98,  1, 0.00, 0.00, 0.12, 0.23, 0.00, 0.43, 0.00, 0.00, 0.00, 0.56, 0.00, 0.62, 0.27, 0.00, 0.08, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
459,  0,  18.320,  0.98,  1, 0.00, 0.00, 0.08, 0.31, 0.00, 0.53, 0.00, 0.00, 0.00, 0.52, 0.00, 0.57, 0.24, 0.00, 0.10, 0.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
460,  0,  18.360,  0.98,  1, 0.00, 0.00, 0.05, 0.55, 0.00, 0.49, 0.00, 0.00, 0.00, 0.43, 0.00, 0.54, 0.18, 0.00, 0.05, 0.20, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
461,  0,  18.400,  0.98,  1, 0.00, 0.00, 0.02, 0.55, 0.00, 0.33, 0.00, 0.00, 0.00, 0.29, 0.04, 0.51, 0.10, 0.00, 0.06, 0.30, 0.11, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
462,  0,  18.440,  0.98,  1, 0.00, 0.00, 0.03, 0.53, 0.00, 0.20, 0.00, 0.00, 0.00, 0.15, 0.11, 0.49, 0.04, 0.00, 0.17, 0.42, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
463,  0,  18.480,  0.98,  1, 0.00, 0.00, 0.04, 0.36, 0.00, 0.09, 0.00, 0.00, 0.00, 0.06, 0.14, 0.37, 0.00, 0.00, 0.41, 0.52, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
464,  0,  18.520,  0.98,  1, 0.00, 0.00, 0.08, 0.30, 0.00, 0.09, 0.00, 0.00, 0.00, 0.02, 0.18, 0.27, 0.00, 0.00, 0.62, 0.64, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
465,  0,  18.560,  0.98,  1, 0.00, 0.00, 0.08, 0.25, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.19, 0.21, 0.03, 0.00, 0.71, 0.63, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
466,  0,  18.600,  0.98,  1, 0.00, 0.00, 0.07, 0.26, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.22, 0.28, 0.03, 0.00, 0.69, 0.52, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
467,  0,  18.640,  0.98,  1, 0.00, 0.00, 0.03, 0.28, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.24, 0.36, 0.03, 0.00, 0.67, 0.41, 0.07, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
468,  0,  18.680,  0.98,  1, 0.00, 0.00, 0.00, 0.24, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.00, 0.00, 0.67, 0.42, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
469,  0,  18.720,  0.98,  1, 0.00, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.36, 0.01, 0.00, 0.68, 0.50, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
470,  0,  18.760,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.33, 0.01, 0.00, 0.66, 0.52, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
471,  0,  18.800,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.35, 0.01, 0.00, 0.59, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
472,  0,  18.840,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.29, 0.35, 0.00, 0.00, 0.52, 0.36, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
473,  0,  18.880,  0.98,  1, 0.00, 0.00, 0.00, 0.02, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.28, 0.32, 0.01, 0.00, 0.47, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
474,  0,  18.920,  0.98,  1, 0.00, 0.00, 0.02, 0.04, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.30, 0.24, 0.04, 0.00, 0.50, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
475,  0,  18.960,  0.98,  1, 0.00, 0.00, 0.07, 0.09, 0.00, 0.14, 0.00, 0.00, 0.00, 0.00, 0.35, 0.23, 0.06, 0.00, 0.42, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
476,  0,  19.000,  0.98,  1, 0.18, 0.05, 0.16, 0.08, 0.00, 0.29, 0.00, 0.00, 0.00, 0.00, 0.46, 0.13, 0.12, 0.00, 0.42, 0.18, 0.73, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
477,  0,  19.040,  0.98,  1, 0.31, 0.15, 0.24, 0.05, 0.01, 0.54, 0.03, 0.00, 0.00, 0.00, 0.57, 0.10, 0.11, 0.00, 0.38, 0.09, 1.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
478,  0,  19.080,  0.98,  1, 0.38, 0.15, 0.38, 0.00, 0.03, 0.63, 0.12, 0.00, 0.00, 0.00, 0.61, 0.02, 0.23, 0.00, 0.69, 0.15, 1.91, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
479,  0,  19.120,  0.98,  1, 0.26, 0.10, 0.41, 0.00, 0.03, 0.70, 0.17, 0.00, 0.00, 0.00, 0.58, 0.02, 0.16, 0.00, 0.71, 0.38, 1.59, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
480,  0,  19.160,  0.98,  1, 0.30, 0.00, 0.44, 0.00, 0.03, 0.71, 0.15, 0.00, 0.00, 0.00, 0.35, 0.00, 0.14, 0.00, 0.76, 0.44, 1.19, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
481,  0,  19.200,  0.98,  1, 0.39, 0.04, 0.25, 0.00, 0.01, 0.71, 0.09, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 0.70, 0.34, 0.91, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
482,  0,  19.240,  0.98,  1, 0.50, 0.12, 0.12, 0.00, 0.04, 0.63, 0.13, 0.00, 0.05, 0.00, 0.09, 0.00, 0.00, 0.00, 1.01, 0.10, 0.72, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
483,  0,  19.280,  0.98,  1, 0.49, 0.13, 0.00, 0.00, 0.04, 0.38, 0.22, 0.00, 0.05, 0.00, 0.17, 0.00, 0.00, 0.00, 1.33, 0.00, 0.55, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
484,  0,  19.320,  0.98,  1, 0.49, 0.16, 0.00, 0.00, 0.03, 0.22, 0.28, 0.01, 0.05, 0.00, 0.23, 0.00, 0.00, 0.00, 1.45, 0.00, 0.36, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
485,  0,  19.360,  0.98,  1, 0.51, 0.08, 0.00, 0.00, 0.00, 0.05, 0.32, 0.06, 0.00, 0.00, 0.18, 0.00, 0.03, 0.00, 1.42, 0.03, 0.18, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
486,  0,  19.400,  0.98,  1, 0.53, 0.06, 0.00, 0.00, 0.00, 0.08, 0.33, 0.06, 0.00, 0.00, 0.19, 0.00, 0.03, 0.00, 1.37, 0.10, 0.06, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
487,  0,  19.440,  0.98,  1, 0.52, 0.00, 0.00, 0.00, 0.00, 0.13, 0.34, 0.07, 0.00, 0.00, 0.25, 0.00, 0.03, 0.00, 1.31, 0.17, 0.04, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
488,  0,  19.480,  0.98,  1, 0.51, 0.04, 0.00, 0.04, 0.00, 0.17, 0.28, 0.04, 0.00, 0.00, 0.29, 0.00, 0.00, 0.00, 1.25, 0.31, 0.02, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
489,  0,  19.520,  0.98,  1, 0.53, 0.04, 0.00, 0.11, 0.00, 0.19, 0.22, 0.04, 0.00, 0.00, 0.24, 0.00, 0.00, 0.00, 1.22, 0.51, 0.04, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
490,  0,  19.560,  0.98,  1, 0.56, 0.12, 0.00, 0.15, 0.00, 0.18, 0.13, 0.02, 0.00, 0.00, 0.12, 0.00, 0.00, 0.00, 1.39, 0.54, 0.08, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
491,  0,  19.600,  0.98,  1, 0.63, 0.12, 0.00, 0.16, 0.00, 0.12, 0.06, 0.00, 0.00, 0.00, 0.04, 0.03, 0.00, 0.01, 1.27, 0.37, 0.07, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
492,  0,  19.640,  0.98,  1, 0.63, 0.22, 0.00, 0.11, 0.00, 0.12, 0.01, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.02, 1.21, 0.10, 0.06, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
493,  0,  19.680,  0.98,  1, 0.65, 0.17, 0.00, 0.08, 0.00, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.07, 0.92, 0.00, 0.03, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
494,  0,  19.720,  0.98,  1, 0.63, 0.16, 0.00, 0.03, 0.00, 0.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.03, 0.17, 0.81, 0.00, 0.03, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
495,  0,  19.760,  0.98,  1, 0.68, 0.12, 0.00, 0.00, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 0.27, 0.03, 0.29, 0.44, 0.00, 0.03, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
496,  0,  19.800,  0.98,  1, 0.64, 0.18, 0.00, 0.00, 0.00, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.38, 0.03, 0.37, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
497,  0,  19.840,  0.98,  1, 0.63, 0.19, 0.00, 0.00, 0.00, 0.29, 0.00, 0.00, 0.00, 0.00, 0.00, 0.40, 0.01, 0.41, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
498,  0,  19.880,  0.98,  1, 0.63, 0.16, 0.00, 0.02, 0.00, 0.33, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.08, 0.41, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
499,  0,  19.920,  0.98,  1, 0.71, 0.24, 0.00, 0.07, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.26, 0.14, 0.39, 0.06, 0.00, 0.09, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
500,  0,  19.960,  0.98,  1, 0.76, 0.32, 0.00, 0.07, 0.00, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.16, 0.22, 0.34, 0.04, 0.00, 0.28, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
501,  0,  20.000,  0.98,  1, 0.72, 0.29, 0.00, 0.05, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.13, 0.25, 0.30, 0.00, 0.00, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
502,  0,  20.040,  0.98,  1, 0.70, 0.21, 0.00, 0.00, 0.00, 0.20, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.19, 0.22, 0.20, 0.00, 0.55, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
503,  0,  20.080,  0.98,  1, 0.69, 0.18, 0.01, 0.00, 0.00, 0.19, 0.00, 0.00, 0.00, 0.00, 0.00, 0.16, 0.11, 0.14, 0.35, 0.05, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
504,  0,  20.120,  0.98,  1, 0.70, 0.27, 0.01, 0.02, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.20, 0.00, 0.05, 0.43, 0.13, 0.63, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
505,  0,  20.160,  0.98,  1, 0.62, 0.21, 0.01, 0.02, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.07, 0.25, 0.13, 0.54, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
