frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
4551,  0,  182.000,  0.98,  1, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.61, 0.49, 1.34, 0.14, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4552,  0,  182.040,  0.98,  1, 0.00, 0.00, 0.11, 0.00, 0.00, 0.00, 0.00, 0.06, 0.00, 0.73, 0.44, 1.48, 0.13, 0.00, 0.00, 0.43, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4553,  0,  182.080,  0.98,  1, 0.05, 0.00, 0.25, 0.00, 0.00, 0.05, 0.04, 0.06, 0.00, 0.80, 0.49, 1.56, 0.24, 0.00, 0.00, 0.47, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
4554,  0,  182.120,  0.98,  1, 0.21, 0.00, 0.36, 0.00, 0.00, 0.10, 0.04, 0.06, 0.00, 0.65, 0.52, 1.52, 0.31, 0.00, 0.00, 0.33, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
4555,  0,  182.160,  0.98,  1, 0.21, 0.00, 0.34, 0.00, 0.00, 0.11, 0.04, 0.00, 0.00, 0.52, 0.44, 1.54, 0.35, 0.00, 0.00, 0.20, 0.46, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
4556,  0,  182.200,  0.98,  1, 0.16, 0.00, 0.26, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.50, 0.35, 1.52, 0.31, 0.02, 0.00, 0.08, 0.29, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
4557,  0,  182.240,  0.98,  1, 0.00, 0.00, 0.22, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.57, 0.23, 1.56, 0.18, 0.10, 0.00, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
4558,  0,  182.280,  0.98,  1, 0.00, 0.00, 0.32, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.16, 1.43, 0.09, 0.12, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4559,  0,  182.320,  0.98,  1, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.43, 0.06, 1.42, 0.09, 0.21, 0.00, 0.03, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4560,  0,  182.360,  0.98,  1, 0.00, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 1.36, 0.10, 0.26, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4561,  0,  182.400,  0.98,  1, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.00, 1.38, 0.09, 0.49, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
4562,  0,  182.440,  0.98,  1, 0.00, 0.00, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.47, 0.00, 1.30, 0.04, 0.62, 0.00, 0.09, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4563,  0,  182.480,  0.98,  1, 0.00, 0.00, 0.58, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.42, 0.00, 1.29, 0.03, 0.77, 0.00, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4564,  0,  182.520,  0.98,  1, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.60, 0.00, 1.38, 0.03, 0.79, 0.00, 0.17, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4565,  0,  182.560,  0.98,  1, 0.00, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 1.37, 0.00, 0.66, 0.00, 0.20, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4566,  0,  182.600,  0.98,  1, 0.00, 0.00, 0.51, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.67, 0.00, 1.32, 0.00, 0.61, 0.01, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4567,  0,  182.640,  0.98,  1, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.59, 0.00, 1.23, 0.00, 0.65, 0.03, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4568,  0,  182.680,  0.98,  1, 0.00, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.66, 0.00, 1.32, 0.00, 0.79, 0.07, 0.08, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4569,  0,  182.720,  0.98,  1, 0.00, 0.00, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.71, 0.00, 1.38, 0.00, 0.71, 0.15, 0.15, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4570,  0,  182.760,  0.98,  1, 0.00, 0.00, 0.53, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.70, 0.00, 1.39, 0.00, 0.63, 0.19, 0.18, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4571,  0,  182.800,  0.98,  1, 0.00, 0.00, 0.73, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.57, 0.00, 1.32, 0.00, 0.60, 0.18, 0.22, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4572,  0,  182.840,  0.98,  1, 0.00, 0.00, 0.91, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.53, 0.00, 1.25, 0.00, 0.67, 0.17, 0.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4573,  0,  182.880,  0.98,  1, 0.00, 0.00, 1.01, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 1.24, 0.00, 0.67, 0.17, 0.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4574,  0,  182.920,  0.98,  1, 0.00, 0.07, 1.09, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.49, 0.00, 1.09, 0.00, 0.45, 0.31, 0.41, 0.38, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4575,  0,  182.960,  0.98,  1, 0.05, 0.25, 1.19, 0.01, 0.00, 0.32, 0.00, 0.00, 0.00, 0.46, 0.00, 0.84, 0.00, 0.44, 0.32, 0.81, 0.95, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
4576,  0,  183.000,  0.98,  1, 0.06, 0.47, 1.13, 0.00, 0.00, 0.55, 0.00, 0.00, 0.00, 0.29, 0.00, 0.45, 0.00, 0.52, 0.36, 1.25, 1.42, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
4577,  0,  183.040,  0.98,  1, 0.08, 0.41, 0.93, 0.00, 0.00, 0.59, 0.00, 0.00, 0.00, 0.13, 0.00, 0.26, 0.00, 0.85, 0.37, 1.52, 1.47, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
4578,  0,  183.080,  0.98,  1, 0.08, 0.25, 0.61, 0.00, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.83, 0.44, 1.43, 1.21, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
4579,  0,  183.120,  0.92,  1, 0.15, 0.08, 0.30, 0.00, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.53, 0.51, 1.10, 0.93, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
4580,  0,  183.160,  0.98,  1, 0.19, 0.07, 0.08, 0.00, 0.00, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.08, 0.00, 0.18, 0.96, 0.64, 0.66, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4581,  0,  183.200,  0.98,  1, 0.22, 0.05, 0.00, 0.00, 0.03, 0.15, 0.02, 0.00, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 1.31, 0.21, 0.35, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4582,  0,  183.240,  0.98,  1, 0.17, 0.00, 0.00, 0.00, 0.07, 0.15, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.67, 0.00, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4583,  0,  183.280,  0.98,  1, 0.19, 0.00, 0.00, 0.00, 0.09, 0.12, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.64, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4584,  0,  183.320,  0.98,  1, 0.26, 0.00, 0.00, 0.00, 0.05, 0.16, 0.15, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.78, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4585,  0,  183.360,  0.98,  1, 0.49, 0.00, 0.00, 0.00, 0.02, 0.21, 0.23, 0.00, 0.00, 0.00, 0.09, 0.00, 0.00, 0.00, 1.80, 0.07, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4586,  0,  183.400,  0.98,  1, 0.51, 0.00, 0.00, 0.00, 0.00, 0.38, 0.23, 0.00, 0.00, 0.00, 0.12, 0.02, 0.00, 0.03, 1.37, 0.40, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4587,  0,  183.440,  0.92,  1, 0.48, 0.00, 0.03, 0.01, 0.00, 0.53, 0.16, 0.00, 0.00, 0.00, 0.13, 0.14, 0.00, 0.09, 0.81, 0.85, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4588,  0,  183.480,  0.98,  1, 0.31, 0.00, 0.09, 0.11, 0.00, 0.65, 0.06, 0.00, 0.00, 0.00, 0.07, 0.16, 0.00, 0.27, 0.28, 1.13, 0.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4589,  0,  183.520,  0.92,  1, 0.43, 0.05, 0.09, 0.11, 0.00, 0.54, 0.03, 0.00, 0.00, 0.00, 0.03, 0.15, 0.00, 0.24, 0.43, 0.94, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4590,  0,  183.560,  0.98,  1, 0.53, 0.05, 0.07, 0.22, 0.00, 0.51, 0.08, 0.00, 0.00, 0.00, 0.01, 0.09, 0.00, 0.18, 0.42, 0.50, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
4591,  0,  183.600,  0.98,  1, 0.64, 0.08, 0.00, 0.12, 0.00, 0.32, 0.13, 0.00, 0.00, 0.00, 0.01, 0.07, 0.00, 0.00, 0.86, 0.17, 0.04, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00
4592,  0,  183.640,  0.98,  1, 0.64, 0.03, 0.00, 0.12, 0.00, 0.23, 0.17, 0.00, 0.00, 0.00, 0.01, 0.06, 0.00, 0.00, 1.02, 0.03, 0.05, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4593,  0,  183.680,  0.98,  1, 0.62, 0.05, 0.00, 0.00, 0.00, 0.07, 0.14, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.39, 0.03, 0.05, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4594,  0,  183.720,  0.98,  1, 0.61, 0.02, 0.00, 0.00, 0.00, 0.02, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.30, 0.01, 0.05, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4595,  0,  183.760,  0.98,  1, 0.54, 0.02, 0.00, 0.00, 0.00, 0.01, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.27, 0.01, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4596,  0,  183.800,  0.98,  1, 0.51, 0.00, 0.00, 0.00, 0.00, 0.01, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4597,  0,  183.840,  0.98,  1, 0.48, 0.00, 0.00, 0.00, 0.00, 0.09, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.26, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4598,  0,  183.880,  0.98,  1, 0.48, 0.00, 0.00, 0.00, 0.00, 0.14, 0.17, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 1.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4599,  0,  183.920,  0.98,  1, 0.49, 0.00, 0.00, 0.00, 0.00, 0.32, 0.21, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 1.21, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4600,  0,  183.960,  0.98,  1, 0.46, 0.00, 0.00, 0.00, 0.03, 0.42, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.04, 0.00, 1.28, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4601,  0,  184.000,  0.98,  1, 0.46, 0.00, 0.00, 0.00, 0.03, 0.49, 0.32, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 1.51, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4602,  0,  184.040,  0.98,  1, 0.46, 0.00, 0.00, 0.00, 0.03, 0.41, 0.33, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.81, 0.00, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4603,  0,  184.080,  0.98,  1, 0.51, 0.00, 0.00, 0.00, 0.00, 0.30, 0.29, 0.00, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 2.04, 0.00, 0.36, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4604,  0,  184.120,  0.98,  1, 0.58, 0.04, 0.00, 0.03, 0.00, 0.28, 0.26, 0.00, 0.00, 0.00, 0.16, 0.00, 0.00, 0.00, 1.90, 0.11, 0.31, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4605,  0,  184.160,  0.98,  1, 0.60, 0.04, 0.00, 0.03, 0.00, 0.23, 0.22, 0.00, 0.00, 0.00, 0.16, 0.01, 0.00, 0.00, 1.63, 0.35, 0.23, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4606,  0,  184.200,  0.98,  1, 0.65, 0.04, 0.00, 0.03, 0.00, 0.30, 0.14, 0.00, 0.00, 0.00, 0.16, 0.15, 0.00, 0.11, 0.93, 0.35, 0.10, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4607,  0,  184.240,  0.98,  1, 0.64, 0.00, 0.00, 0.00, 0.00, 0.31, 0.07, 0.00, 0.00, 0.00, 0.04, 0.26, 0.00, 0.11, 0.42, 0.28, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4608,  0,  184.280,  0.98,  1, 0.54, 0.00, 0.00, 0.00, 0.01, 0.44, 0.06, 0.00, 0.00, 0.00, 0.02, 0.25, 0.00, 0.41, 0.21, 0.35, 0.15, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4609,  0,  184.320,  0.92,  1, 0.49, 0.01, 0.02, 0.00, 0.01, 0.67, 0.06, 0.00, 0.00, 0.00, 0.02, 0.13, 0.00, 0.51, 0.29, 0.60, 0.34, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4610,  0,  184.360,  0.98,  1, 0.49, 0.06, 0.02, 0.00, 0.01, 0.63, 0.07, 0.00, 0.00, 0.00, 0.06, 0.02, 0.00, 0.51, 0.69, 0.74, 0.48, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4611,  0,  184.400,  0.98,  1, 0.55, 0.11, 0.02, 0.00, 0.00, 0.46, 0.14, 0.00, 0.00, 0.00, 0.15, 0.06, 0.00, 0.21, 0.89, 0.44, 0.34, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4612,  0,  184.440,  0.98,  1, 0.56, 0.10, 0.00, 0.00, 0.00, 0.18, 0.24, 0.00, 0.00, 0.00, 0.29, 0.04, 0.00, 0.00, 1.29, 0.18, 0.15, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4613,  0,  184.480,  0.98,  1, 0.52, 0.10, 0.00, 0.00, 0.00, 0.15, 0.32, 0.00, 0.00, 0.00, 0.43, 0.06, 0.05, 0.00, 1.35, 0.00, 0.01, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4614,  0,  184.520,  0.98,  1, 0.47, 0.06, 0.00, 0.00, 0.00, 0.25, 0.31, 0.00, 0.00, 0.00, 0.46, 0.02, 0.13, 0.00, 1.40, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4615,  0,  184.560,  0.98,  1, 0.39, 0.06, 0.00, 0.00, 0.02, 0.17, 0.36, 0.00, 0.00, 0.00, 0.37, 0.02, 0.27, 0.00, 1.34, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4616,  0,  184.600,  0.98,  1, 0.31, 0.00, 0.00, 0.00, 0.02, 0.16, 0.35, 0.00, 0.00, 0.00, 0.25, 0.03, 0.32, 0.00, 1.28, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4617,  0,  184.640,  0.98,  1, 0.50, 0.18, 0.09, 0.00, 0.06, 0.25, 0.37, 0.00, 0.00, 0.00, 0.23, 0.03, 0.31, 0.00, 1.27, 0.00, 0.26, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4618,  0,  184.680,  0.98,  1, 0.83, 0.42, 0.26, 0.01, 0.13, 0.47, 0.41, 0.00, 0.00, 0.00, 0.29, 0.03, 0.18, 0.00, 1.24, 0.03, 0.84, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4619,  0,  184.720,  0.98,  1, 0.99, 0.46, 0.47, 0.09, 0.28, 0.94, 0.51, 0.00, 0.00, 0.00, 0.27, 0.00, 0.09, 0.00, 0.84, 0.23, 1.50, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
4620,  0,  184.760,  0.98,  1, 0.90, 0.28, 0.55, 0.09, 0.39, 1.13, 0.62, 0.00, 0.00, 0.00, 0.23, 0.02, 0.05, 0.09, 0.39, 0.43, 1.66, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00
